date,open,close
2004-01-02,996.996,1011.347
2004-01-05,1008.279,1060.801
2004-01-06,1059.141,1075.656
2004-01-07,1075.562,1086.303
2004-01-08,1087.68,1102.662
2004-01-09,1105.77,1081.785
2004-01-12,1081.807,1116.799
2004-01-13,1120.149,1102.341
2004-01-14,1101.445,1079.72
2004-01-15,1078.533,1073.977
2004-01-16,1076.636,1083.652
2004-01-29,1086.657,1100.604
2004-01-30,1102.17,1067.553
2004-02-02,1107.49,1091.729
2004-02-03,1091.865,1102.954
2004-02-04,1104.74,1128.443
2004-02-05,1135.616,1127.897
2004-02-06,1125.488,1122.084
2004-02-09,1122.285,1134.611
2004-02-10,1137.717,1120.961
2004-02-11,1121.807,1110.061
2004-02-12,1110.835,1094.112
2004-02-13,1094.002,1096.362
2004-02-16,1098.858,1123.748
2004-02-17,1127.098,1123.618
2004-02-18,1123.701,1129.275
2004-02-19,1130.396,1122.38
2004-02-20,1122.93,1124.661
2004-02-23,1126.231,1093.137
2004-02-24,1090.25,1093.102
2004-02-25,1094.431,1070.362
2004-02-26,1068.125,1079.897
2004-02-27,1081.715,1088.725
2004-03-01,1089.653,1094.242
2004-03-02,1096.105,1093.391
2004-03-03,1093.358,1072.639
2004-03-04,1070.9,1078.348
2004-03-05,1080.338,1071.581
2004-03-08,1070.114,1057.102
2004-03-09,1057.358,1061.159
2004-03-10,1062.976,1091.097
2004-03-11,1092.741,1095.564
2004-03-12,1096.348,1099.081
2004-03-15,1100.404,1131.675
2004-03-16,1136.273,1135.571
2004-03-17,1136.453,1135.167
2004-03-18,1134.926,1111.849
2004-03-19,1110.442,1129.775
2004-03-22,1130.868,1134.787
2004-03-23,1133.993,1121.332
2004-03-24,1120.206,1115.512
2004-03-25,1114.748,1115.239
2004-03-26,1115.493,1112.782
2004-03-29,1112.276,1101.659
2004-03-30,1100.799,1101.271
2004-03-31,1102.286,1108.54
2004-04-01,1109.72,1123.435
2004-04-02,1125.361,1127.805
2004-04-05,1128.506,1118.273
2004-04-06,1117.886,1123.856
2004-04-07,1124.251,1117.44
2004-04-08,1117.117,1112.839
2004-04-09,1113.72,1088.157
2004-04-12,1082.449,1080.08
2004-04-13,1081.053,1072.726
2004-04-14,1072.199,1065.682
2004-04-15,1066.18,1055.889
2004-04-16,1056.795,1071.228
2004-04-19,1072.499,1054.738
2004-04-20,1053.437,1052.244
2004-04-21,1053.377,1043.533
2004-04-22,1042.47,1050.757
2004-04-23,1048.233,1034.409
2004-04-26,1034.044,1038.999
2004-04-27,1040.915,1031.217
2004-04-28,1028.458,1029.806
2004-04-29,1028.585,1016.513
2004-04-30,1017.641,1025.954
2004-05-10,1028.457,996.164
2004-05-11,994.055,1003.898
2004-05-12,1004.796,1025.02
2004-05-13,1026.669,1020.998
2004-05-14,1020.902,997.947
2004-05-17,993.14,981.737
2004-05-18,978.299,989.207
2004-05-19,989.866,988.922
2004-05-20,988.989,985.931
2004-05-21,985.928,994.45
2004-05-24,995.075,991.847
2004-05-25,991.774,978.595
2004-05-26,976.523,984.998
