date,open,close
1999-03-10,102.25,102.125
1999-03-11,102.875,102.625
1999-03-12,102.25,100.125
1999-03-15,100.875,103.0
1999-03-16,103.438,103.875
1999-03-17,103.875,103.125
1999-03-18,103.0,105.125
1999-03-19,106.5,102.438
1999-03-22,102.875,101.188
1999-03-23,100.625,97.625
1999-03-24,98.5,100.938
1999-03-25,102.5,104.625
1999-03-26,103.75,103.5
1999-03-29,104.75,107.25
1999-03-30,107.125,106.5
1999-03-31,108.25,104.938
1999-04-01,108.0,107.125
1999-04-05,108.859,111.0
1999-04-06,110.875,111.219
1999-04-07,112.25,110.063
1999-04-08,109.875,110.938
1999-04-09,110.75,111.625
1999-04-12,109.0,110.875
1999-04-13,111.563,109.375
1999-04-14,110.75,105.625
1999-04-15,106.0,107.063
1999-04-16,106.813,103.938
1999-04-19,104.625,99.063
1999-04-20,98.625,101.313
1999-04-21,102.25,106.313
1999-04-22,107.313,109.188
1999-04-23,108.625,110.625
1999-04-26,111.375,113.172
1999-04-27,114.0,111.438
1999-04-28,110.5,107.625
1999-04-29,107.125,106.75
1999-04-30,108.25,107.438
1999-05-03,107.125,106.875
1999-05-04,107.063,105.188
1999-05-05,105.25,108.375
1999-05-06,107.375,104.438
1999-05-07,105.375,105.938
1999-05-10,106.625,107.0
1999-05-11,107.875,108.688
1999-05-12,109.188,110.938
1999-05-13,111.813,108.875
1999-05-14,106.75,106.813
1999-05-17,105.875,108.734
1999-05-18,108.625,108.25
1999-05-19,108.688,109.75
1999-05-20,109.984,106.734
1999-05-21,107.063,105.75
1999-05-24,105.938,103.063
1999-05-25,102.938,99.688
1999-05-26,101.0,102.469
1999-05-27,102.063,102.375
1999-05-28,103.0,104.063
1999-06-01,103.875,101.75
1999-06-02,101.688,103.469
1999-06-03,104.25,102.0
1999-06-04,102.75,105.125
1999-06-07,105.859,107.313
1999-06-08,107.563,104.625
1999-06-09,105.0,106.375
1999-06-10,105.25,105.156
1999-06-11,105.875,103.563
1999-06-14,103.938,101.609
1999-06-15,101.859,103.125
